,,,,Class,Property
"13.72917,13.72917,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/penalties",13.72917,13.72917,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/penalties,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/penalties
"27.24706,27.24706,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/shots",27.24706,27.24706,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/shots,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/shots
"8.35821,8.35821,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/detail",8.35821,8.35821,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/detail,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/detail
"19.90698,19.90698,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/set",19.90698,19.90698,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/set,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/set
"3.36667,3.36667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/h",3.36667,3.36667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/h,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/h
"7.52381,7.52381,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rh",7.52381,7.52381,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rh,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rh
"6.97778,6.97778,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/hh",6.97778,6.97778,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/hh,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/hh
"5.84211,5.84211,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rr",5.84211,5.84211,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rr,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rr
"5.40541,5.40541,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/hr",5.40541,5.40541,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/hr,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/hr
"736818239.73000,736818239.73000,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/wikiPageRevisionID",736818239.7,736818239.7,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/wikiPageRevisionID
"18007782.36000,18007782.36000,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/wikiPageID",18007782.36,18007782.36,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/wikiPageID
"1.87971,1.87971,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/height",1.87971,1.87971,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/height
"82.50000,82.50000,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/Person/weight",82.5,82.5,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/Person/weight,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/Person/weight
"82500.00000,82500.00000,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/weight",82500,82500,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/weight
"187.97059,187.97059,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/Person/height",187.97059,187.97059,http://dbpedia.org/ontology/Rower - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/Rower , http://dbpedia.org/ontology/Person/height
"21422123.28000,21422123.28000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/wikiPageID",21422123.28,21422123.28,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/ontology/wikiPageID
"732189789.40000,732189789.40000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/wikiPageRevisionID",732189789.4,732189789.4,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/ontology/wikiPageRevisionID
"1.80321,1.80321,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/height",1.80321,1.80321,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/ontology/height
"180.32125,180.32125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/Person/height",180.32125,180.32125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/ontology/Person/height
"21.67010,21.67010,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/number",21.6701,21.6701,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/ontology/number,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/ontology/number
"206.38384,206.38384,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/imageSize",206.38384,206.38384,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/imageSize,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/imageSize
"43.21000,43.21000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/totalgoals",43.21,43.21,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/totalgoals,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/totalgoals
"261.29000,261.29000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/totalcaps",261.29,261.29,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/totalcaps,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/totalcaps
"17.51220,17.51220,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/caps",17.5122,17.5122,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/caps,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/caps
"6.64865,6.64865,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/goals",6.64865,6.64865,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/goals,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/goals
"1870.10000,1870.10000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/youthyears",1870.1,1870.1,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/youthyears,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/youthyears
"337430.23729,337430.23729,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/years",337430.2373,337430.2373,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/years,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/years
"1.88298,1.88298,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalgoals",1.88298,1.88298,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalgoals,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/nationalgoals
"13.12903,13.12903,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalcaps",13.12903,13.12903,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalcaps,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/nationalcaps
"2007.76344,2007.76344,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalyears",2007.76344,2007.76344,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/nationalyears,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/nationalyears
"1866.56627,1866.56627,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/birthDate",1866.56627,1866.56627,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/birthDate,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/birthDate
"1789.05455,1789.05455,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/deathDate",1789.05455,1789.05455,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/deathDate,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/deathDate
"4607224.78182,4607224.78182,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/id",4607224.782,4607224.782,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/id,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/id
"1985.63000,1985.63000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegeyears",1985.63,1985.63,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegeyears,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/collegeyears
"15.29000,15.29000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegegoals",15.29,15.29,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegegoals,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/collegegoals
"60.44000,60.44000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegecaps",60.44,60.44,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/collegecaps,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/collegecaps
"848.13148,848.13148,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/height",848.13148,848.13148,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/height,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/height
"58.74468,58.74468,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/width",58.74468,58.74468,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/width,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/width
"7.16667,7.16667,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/n",7.16667,7.16667,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/n,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/n
"2.27000,2.27000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/sc",2.27,2.27,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/sc,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/sc
"2006.43478,2006.43478,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/comp",2006.43478,2006.43478,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/comp,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/comp
"2.85714,2.85714,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/fr",2.85714,2.85714,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/fr,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/fr
"36.19118,36.19118,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/colwidth",36.19118,36.19118,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/colwidth,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/colwidth
"1.00000,1.00000,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/quoted",1,1,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/quoted,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/quoted
"7.22059,7.22059,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/w",7.22059,7.22059,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/w,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/w
"6.22727,6.22727,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/l",6.22727,6.22727,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/l,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/l
"30629.53488,30629.53488,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/pid",30629.53488,30629.53488,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/pid,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/pid
"1986.13846,1986.13846,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/year",1986.13846,1986.13846,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/year,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/year
"52924.76316,52924.76316,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/team",52924.76316,52924.76316,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/team,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/team
"387990.10526,387990.10526,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/player",387990.1053,387990.1053,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/player,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/player
"508489.58824,508489.58824,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/imagesize",508489.5882,508489.5882,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/imagesize,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/imagesize
"216.06061,216.06061,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/size",216.06061,216.06061,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/size,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/size
"87.30952,87.30952,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/topScore",87.30952,87.30952,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/topScore,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/topScore
"3071.33333,3071.33333,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/runs",3071.33333,3071.33333,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/runs,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/runs
"95.63415,95.63415,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/matches",95.63415,95.63415,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/matches,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/matches
"22.32071,22.32071,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/batAvg",22.32071,22.32071,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/batAvg,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/batAvg
"1.35484,1.35484,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/columns",1.35484,1.35484,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/columns,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/columns
"5609.38235,5609.38235,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/deliveries",5609.38235,5609.38235,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/deliveries,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/deliveries
"47.12500,47.12500,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/catches/stumpings",47.125,47.125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/catches/stumpings,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/catches/stumpings
"105.40625,105.40625,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/wickets",105.40625,105.40625,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/wickets,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/wickets
"39.05125,39.05125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/bowlAvg",39.05125,39.05125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/bowlAvg,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/bowlAvg
"3.78125,3.78125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/bestBowling",3.78125,3.78125,http://dbpedia.org/ontology/SoccerPlayer - http://dbpedia.org/property/bestBowling,http://dbpedia.org/ontology/SoccerPlayer , http://dbpedia.org/property/bestBowling
"706736371.73000,706736371.73000,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/wikiPageRevisionID",706736371.7,706736371.7,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/wikiPageRevisionID,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/wikiPageRevisionID
"21151401.99000,21151401.99000,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/wikiPageID",21151401.99,21151401.99,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/wikiPageID,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/wikiPageID
"32.98029,32.98029,http://schema.org/StadiumOrArena - http://www.w3.org/2003/01/geo/wgs84_pos#lat",32.98029,32.98029,http://schema.org/StadiumOrArena - http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://schema.org/StadiumOrArena , http://www.w3.org/2003/01/geo/wgs84_pos#lat
"-2.39003,-2.39003,http://schema.org/StadiumOrArena - http://www.w3.org/2003/01/geo/wgs84_pos#long",-2.39003,-2.39003,http://schema.org/StadiumOrArena - http://www.w3.org/2003/01/geo/wgs84_pos#long,http://schema.org/StadiumOrArena , http://www.w3.org/2003/01/geo/wgs84_pos#long
"10035.17500,10035.17500,http://schema.org/StadiumOrArena - http://dbpedia.org/property/seatingCapacity",10035.175,10035.175,http://schema.org/StadiumOrArena - http://dbpedia.org/property/seatingCapacity,http://schema.org/StadiumOrArena , http://dbpedia.org/property/seatingCapacity
"1946.60638,1946.60638,http://schema.org/StadiumOrArena - http://dbpedia.org/property/opened",1946.60638,1946.60638,http://schema.org/StadiumOrArena - http://dbpedia.org/property/opened,http://schema.org/StadiumOrArena , http://dbpedia.org/property/opened
"1971.00000,1971.00000,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/buildingStartDate",1971,1971,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/buildingStartDate,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/buildingStartDate
"9023.69000,9023.69000,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/seatingCapacity",9023.69,9023.69,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/seatingCapacity,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/seatingCapacity
"2466.75000,2466.75000,http://schema.org/StadiumOrArena - http://dbpedia.org/property/dimensions",2466.75,2466.75,http://schema.org/StadiumOrArena - http://dbpedia.org/property/dimensions,http://schema.org/StadiumOrArena , http://dbpedia.org/property/dimensions
"188252266019062624.00000,188252266019062624.00000,http://schema.org/StadiumOrArena - http://dbpedia.org/property/renovated",1.88252E+17,1.88252E+17,http://schema.org/StadiumOrArena - http://dbpedia.org/property/renovated,http://schema.org/StadiumOrArena , http://dbpedia.org/property/renovated
"187470225.27000,187470225.27000,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/cost",187470225.3,187470225.3,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/cost,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/cost
"1966.41935,1966.41935,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/buildingEndDate",1966.41935,1966.41935,http://schema.org/StadiumOrArena - http://dbpedia.org/ontology/buildingEndDate,http://schema.org/StadiumOrArena , http://dbpedia.org/ontology/buildingEndDate
"31556.87356,31556.87356,http://schema.org/StadiumOrArena - http://dbpedia.org/property/recordAttendance",31556.87356,31556.87356,http://schema.org/StadiumOrArena - http://dbpedia.org/property/recordAttendance,http://schema.org/StadiumOrArena , http://dbpedia.org/property/recordAttendance
"204921.40404,204921.40404,http://schema.org/StadiumOrArena - http://dbpedia.org/property/years",204921.404,204921.404,http://schema.org/StadiumOrArena - http://dbpedia.org/property/years,http://schema.org/StadiumOrArena , http://dbpedia.org/property/years
"429039045729918592.00000,429039045729918592.00000,http://schema.org/StadiumOrArena - http://dbpedia.org/property/expanded",4.29039E+17,4.29039E+17,http://schema.org/StadiumOrArena - http://dbpedia.org/property/expanded,http://schema.org/StadiumOrArena , http://dbpedia.org/property/expanded
"1971.94792,1971.94792,http://schema.org/StadiumOrArena - http://dbpedia.org/property/closed",1971.94792,1971.94792,http://schema.org/StadiumOrArena - http://dbpedia.org/property/closed,http://schema.org/StadiumOrArena , http://dbpedia.org/property/closed
"1983.26923,1983.26923,http://schema.org/StadiumOrArena - http://dbpedia.org/property/demolished",1983.26923,1983.26923,http://schema.org/StadiumOrArena - http://dbpedia.org/property/demolished,http://schema.org/StadiumOrArena , http://dbpedia.org/property/demolished
"183.27397,183.27397,http://schema.org/StadiumOrArena - http://dbpedia.org/property/logoImage",183.27397,183.27397,http://schema.org/StadiumOrArena - http://dbpedia.org/property/logoImage,http://schema.org/StadiumOrArena , http://dbpedia.org/property/logoImage
"21594584242.38094,21594584242.38094,http://schema.org/StadiumOrArena - http://dbpedia.org/property/constructionCost",21594584242,21594584242,http://schema.org/StadiumOrArena - http://dbpedia.org/property/constructionCost,http://schema.org/StadiumOrArena , http://dbpedia.org/property/constructionCost
"465.10000,465.10000,http://schema.org/StadiumOrArena - http://dbpedia.org/property/suites",465.1,465.1,http://schema.org/StadiumOrArena - http://dbpedia.org/property/suites,http://schema.org/StadiumOrArena , http://dbpedia.org/property/suites
"261.56098,261.56098,http://schema.org/StadiumOrArena - http://dbpedia.org/property/imageSize",261.56098,261.56098,http://schema.org/StadiumOrArena - http://dbpedia.org/property/imageSize,http://schema.org/StadiumOrArena , http://dbpedia.org/property/imageSize
"9.51000,9.51000,http://schema.org/StadiumOrArena - http://dbpedia.org/property/score",9.51,9.51,http://schema.org/StadiumOrArena - http://dbpedia.org/property/score,http://schema.org/StadiumOrArena , http://dbpedia.org/property/score
"48.22182,48.22182,http://schema.org/StadiumOrArena - http://dbpedia.org/property/latd",48.22182,48.22182,http://schema.org/StadiumOrArena - http://dbpedia.org/property/latd,http://schema.org/StadiumOrArena , http://dbpedia.org/property/latd
"18.29481,18.29481,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longd",18.29481,18.29481,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longd,http://schema.org/StadiumOrArena , http://dbpedia.org/property/longd
"232.16667,232.16667,http://schema.org/StadiumOrArena - http://dbpedia.org/property/width",232.16667,232.16667,http://schema.org/StadiumOrArena - http://dbpedia.org/property/width,http://schema.org/StadiumOrArena , http://dbpedia.org/property/width
"32.71930,32.71930,http://schema.org/StadiumOrArena - http://dbpedia.org/property/latm",32.7193,32.7193,http://schema.org/StadiumOrArena - http://dbpedia.org/property/latm,http://schema.org/StadiumOrArena , http://dbpedia.org/property/latm
"29.57143,29.57143,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longm",29.57143,29.57143,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longm,http://schema.org/StadiumOrArena , http://dbpedia.org/property/longm
"33.00972,33.00972,http://schema.org/StadiumOrArena - http://dbpedia.org/property/lats",33.00972,33.00972,http://schema.org/StadiumOrArena - http://dbpedia.org/property/lats,http://schema.org/StadiumOrArena , http://dbpedia.org/property/lats
"29.17881,29.17881,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longs",29.17881,29.17881,http://schema.org/StadiumOrArena - http://dbpedia.org/property/longs,http://schema.org/StadiumOrArena , http://dbpedia.org/property/longs
"19869.51010,19869.51010,http://schema.org/StadiumOrArena - http://dbpedia.org/property/attendance",19869.5101,19869.5101,http://schema.org/StadiumOrArena - http://dbpedia.org/property/attendance,http://schema.org/StadiumOrArena , http://dbpedia.org/property/attendance
"250.31576,250.31576,http://schema.org/StadiumOrArena - http://dbpedia.org/property/coordinates",250.31576,250.31576,http://schema.org/StadiumOrArena - http://dbpedia.org/property/coordinates,http://schema.org/StadiumOrArena , http://dbpedia.org/property/coordinates
"11054933431.78837,11054933431.78837,http://schema.org/StadiumOrArena - http://dbpedia.org/property/cost",11054933432,11054933432,http://schema.org/StadiumOrArena - http://dbpedia.org/property/cost,http://schema.org/StadiumOrArena , http://dbpedia.org/property/cost
"249.21053,249.21053,http://schema.org/StadiumOrArena - http://dbpedia.org/property/pushpinMapsize",249.21053,249.21053,http://schema.org/StadiumOrArena - http://dbpedia.org/property/pushpinMapsize,http://schema.org/StadiumOrArena , http://dbpedia.org/property/pushpinMapsize
"-105.28844,-105.28844,http://schema.org/StadiumOrArena - http://dbpedia.org/property/long",-105.28844,-105.28844,http://schema.org/StadiumOrArena - http://dbpedia.org/property/long,http://schema.org/StadiumOrArena , http://dbpedia.org/property/long
"44.22462,44.22462,http://schema.org/StadiumOrArena - http://dbpedia.org/property/lat",44.22462,44.22462,http://schema.org/StadiumOrArena - http://dbpedia.org/property/lat,http://schema.org/StadiumOrArena , http://dbpedia.org/property/lat
"5.96774,5.96774,http://schema.org/StadiumOrArena - http://dbpedia.org/property/marksize",5.96774,5.96774,http://schema.org/StadiumOrArena - http://dbpedia.org/property/marksize,http://schema.org/StadiumOrArena , http://dbpedia.org/property/marksize
"0.93333,0.93333,http://schema.org/StadiumOrArena - http://dbpedia.org/property/relief",0.93333,0.93333,http://schema.org/StadiumOrArena - http://dbpedia.org/property/relief,http://schema.org/StadiumOrArena , http://dbpedia.org/property/relief
"911.39216,911.39216,http://schema.org/StadiumOrArena - http://dbpedia.org/property/time",911.39216,911.39216,http://schema.org/StadiumOrArena - http://dbpedia.org/property/time,http://schema.org/StadiumOrArena , http://dbpedia.org/property/time
"732310732.81000,732310732.81000,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/wikiPageRevisionID",732310732.8,732310732.8,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/wikiPageRevisionID
"21359919.95000,21359919.95000,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/wikiPageID",21359919.95,21359919.95,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/wikiPageID
"1.76980,1.76980,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/height",1.7698,1.7698,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/height
"176.97980,176.97980,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/Person/height",176.9798,176.9798,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/Person/height
"71.82990,71.82990,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/Person/weight",71.8299,71.8299,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/Person/weight,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/Person/weight
