player_num,position,player_name,player_name,club,age,height,weight,birthplace,status,height in cm,weight in grams,weight in kg
250,17,D,Zach Loyd,FC Dallas,27,5' 10'',168,USA,Active,177.8,76203.51816,76.20351816
251,8,F,Péguy Luyindula,New York Red Bulls,35,5' 10'',158,Democratic Republic of the Congo,Active,177.8,71667.59446,71.66759446
252,NA,GK,Zac MacMath,Colorado Rapids,23,6',176,USA,Active,182.88,79832.25712,79.83225712
253,9,F,Mike Magee,Chicago Fire,30,5' 10'',160,USA,Active,177.8,72574.7792,72.5747792
254,10,M,Cristian Maidana,Philadelphia Union,27,5' 11'',165,Argentina,Active,180.34,74842.74105,74.84274105
255,16,D,Calum Mallace,Montreal Impact,25,6' 1'',181,Scotland,Active,185.42,82100.21897,82.10021897
256,23,F,Kekuta Manneh,Vancouver Whitecaps FC,20,5' 9'',140,Gambia,Active,175.26,63502.9318,63.5029318
257,20,M,Chris Mannella,Toronto FC,20,5' 9'',173,Canada,Active,175.26,78471.48001,78.47148001
258,29,D,Abdoulie Mansally,Real Salt Lake,25,5' 10'',160,Gambia,Active,177.8,72574.7792,72.5747792
259,21,M,Justin Mapp,Montreal Impact,30,6' 1'',160,USA,Active,185.42,72574.7792,72.5747792
260,NA,M,James Marcelin,Sporting Kansas City,28,6' 2'',175,Haiti,Active,187.96,79378.66475,79.37866475
261,NA,GK,Luis Marin,Sporting Kansas City,31,6' 2'',196,Chile,Active,187.96,88904.10452,88.90410452
262,16,D,Richie Marquez,Philadelphia Union,2015,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
263,14,D,Chad Marshall,Seattle Sounders FC,30,6' 4'',190,USA,Active,193.04,86182.5503,86.1825503
264,NA,D,Ramon Martin del Campo,,21,6' 2'',195,Mexico,Active,187.96,88450.51215,88.45051215
265,7,M,Felipe Martins,Montreal Impact,24,5' 9'',150,Brazil,Active,175.26,68038.8555,68.0388555
266,9,F,Obafemi Martins,Seattle Sounders FC,30,5' 7'',154,Nigeria,Active,170.18,69853.22498,69.85322498
267,11,F,Darren Mattocks,Vancouver Whitecaps FC,24,5' 10'',155,Jamaica,Active,177.8,70306.81735,70.30681735
268,92,GK,Raïs Mbolhi,Philadelphia Union,28,6' 3'',176,France,Active,190.5,79832.25712,79.83225712
269,11,M,Dax McCarty,New York Red Bulls,27,5' 9'',150,USA,Active,175.26,68038.8555,68.0388555
270,99,F,Jack McInerney,Montreal Impact,22,5' 10'',151,USA,Active,177.8,68492.44787,68.49244787
271,NA,M,Thomas McNamara,New York City FC,23,5' 9'',170,USA,Active,175.26,77110.7029,77.1107029
272,NA,GK,Ryan Meara,New York City FC,24,6' 4'',185,USA,Active,193.04,83914.58845,83.91458845
273,4,D,Tyrone Mears,Seattle Sounders FC,31,5' 11'',163,England,Active,180.34,73935.55631,73.93555631
274,94,M,Jimmy Medranda,Sporting Kansas City,20,5' 5'',150,Colombia,Active,165.1,68038.8555,68.0388555
275,NA,GK,Tim Melia,Sporting Kansas City,28,6' 1'',190,USA,Active,185.42,86182.5503,86.1825503
276,NA,D,Andrés Mendoza,New York City FC,25,6' 2'',194,Ecuador,Active,187.96,87996.91978,87.99691978
277,9,F,Justin Meram,Columbus Crew SC,26,6' 1'',165,USA,Active,185.42,74842.74105,74.84274105
278,13,GK,Bryan Meredith,San Jose Earthquakes,25,6' 2'',195,USA,Active,187.96,88450.51215,88.45051215
279,NA,M,Dan Metzger,,21,5' 10'',163,,Active,177.8,73935.55631,73.93555631
280,21,D,Tommy Meyer,LA Galaxy,24,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
281,29,F/M,Nicolás Mezquida,Vancouver Whitecaps FC,22,5' 6'',150,Uruguay,Active,167.64,68038.8555,68.0388555
282,20,D,Matt Miazga,New York Red Bulls,19,6' 3'',185,USA,Active,190.5,83914.58845,83.91458845
283,31,M/D,Michel,FC Dallas,33,6' 1'',165,Brazil,Active,185.42,74842.74105,74.84274105
284,7,D,Roy Miller,New York Red Bulls,30,6' 2'',166,Costa Rica,Active,187.96,75296.33342,75.29633342
285,3,D,Eric Miller,Montreal Impact,21,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
286,NA,M,Leonel Miranda,Houston Dynamo,21,5' 8'',NA,Argentina,Active,172.72,#VALUE!,#VALUE!
287,18,M,Kevin Molino,Orlando City SC,24,5' 11'',145,Trinidad & Tobago,Active,180.34,65770.89365,65.77089365
288,3,D,Drew Moor,Colorado Rapids,30,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
289,27,F,Luke Moore,Toronto FC,28,5' 9'',167,England,Active,175.26,75749.92579,75.74992579
290,11,M,Javier Morales,Real Salt Lake,35,5' 9'',150,Argentina,Active,175.26,68038.8555,68.0388555
291,77,M,Pedro Morales,Vancouver Whitecaps FC,29,5' 11'',170,Chile,Active,180.34,77110.7029,77.1107029
292,5,D,Ashtone Morgan,Toronto FC,23,5' 9'',156,Canada,Active,175.26,70760.40972,70.76040972
293,2,D,Justin Morrow,Toronto FC,27,5' 9'',153,USA,Active,175.26,69399.63261,69.39963261
294,19,M,Luke Mulholland,Real Salt Lake,26,5' 9'',150,England,Active,175.26,68038.8555,68.0388555
295,NA,F,Patrick Mullins,New York City FC,22,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
296,7,D,Chance Myers,Sporting Kansas City,27,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
297,6,M,Paulo Nagamura,Sporting Kansas City,31,5' 8'',155,Brazil,Active,172.72,70306.81735,70.30681735
298,6,F/M,Darlington Nagbe,Portland Timbers,24,5' 9'',165,Liberia,Active,175.26,74842.74105,74.84274105
299,17,M,Issey Nakajima-Farran,Montreal Impact,30,5' 10'',160,Canada,Active,177.8,72574.7792,72.5747792
300,NA,GK,Joe Nasco,New England Revolution,30,6' 3'',205,USA,Active,190.5,92986.43585,92.98643585
301,27,M/F,Lamar Neagle,Seattle Sounders FC,27,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
302,NA,M,Lewis Neal,Orlando City SC,33,5' 11'',155,England,Active,180.34,70306.81735,70.30681735
303,16,D,John Neeskens,Colorado Rapids,21,6' 1'',160,USA,Active,185.42,72574.7792,72.5747792
304,NA,F,Krisztian Nemeth,Sporting Kansas City,26,5' 11'',165,Hungary,Active,180.34,74842.74105,74.84274105
305,4,M,Steve Neumann,New England Revolution,23,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
306,24,M/F,Lee Nguyen,New England Revolution,28,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
307,5,M,Vincent Nogueira,Philadelphia Union,26,5' 7'',140,France,Active,170.18,63502.9318,63.5029318
308,14,F,Patrick Nyarko,Chicago Fire,28,6',160,Ghana,Active,#VALUE!,72574.7792,72.5747792
309,NA,M,Sanna Nyassi,San Jose Earthquakes,25,5' 8'',145,Gambia,Active,172.72,65770.89365,65.77089365
310,40,D,Andy O'Brien,Vancouver Whitecaps FC,35,6' 3'',205,England,Active,190.5,92986.43585,92.98643585
311,27,D,Shane O'Neill,Colorado Rapids,21,6' 2'',190,Ireland,Active,187.96,86182.5503,86.1825503
312,NA,D,Jimmy Ockford,Seattle Sounders FC,22,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
313,23,F,Dominic Oduro,Toronto FC,29,6',160,Ghana,Active,#VALUE!,72574.7792,72.5747792
314,NA,M,Amobi Okugo,Orlando City SC,23,6',175,USA,Active,#VALUE!,79378.66475,79.37866475
315,NA,D,Boyd Okwuonu,,21,5' 9'',170,USA,Active,175.26,77110.7029,77.1107029
316,4,D,Jámison Olave,Real Salt Lake,33,6' 3'',210,Colombia,Active,190.5,95254.3977,95.2543977
317,3,D,Ike Opara,Sporting Kansas City,25,6' 2'',180,USA,Active,187.96,81646.6266,81.6466266
318,6,D,Kofi Opare,D.C. United,24,6' 2'',190,Canada,Active,187.96,86182.5503,86.1825503
319,21,M,Jonathan Osorio,Toronto FC,22,5' 9'',161,Canada,Active,175.26,73028.37157,73.02837157
320,34,D,Karl Ouimette,Montreal Impact,22,6',175,Canada,Active,#VALUE!,79378.66475,79.37866475
321,1,GK,David Ousted,Vancouver Whitecaps FC,29,6' 4'',195,Denmark,Active,193.04,88450.51215,88.45051215
322,3,D,Ambroise Oyongo,New York Red Bulls,23,5' 9'',150,Cameroon,Active,175.26,68038.8555,68.0388555
323,5,D/M,Lovel Palmer,Chicago Fire,30,5' 10'',160,Jamaica,Active,177.8,72574.7792,72.5747792
324,2,D,Erik Palmer-Brown,Sporting Kansas City,17,6' 1'',175,USA,Active,185.42,79378.66475,79.37866475
325,23,D,Norberto Paparatto,Portland Timbers,31,6' 3'',180,Argentina,Active,190.5,81646.6266,81.6466266
326,10,M,Marco Pappa,Seattle Sounders FC,27,5' 10'',155,Guatemala,Active,177.8,70306.81735,70.30681735
327,NA,D,Jeff Parke,,32,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
328,4,D,Michael Parkhurst,Columbus Crew SC,30,5' 11'',159,USA,Active,180.34,72121.18683,72.12118683
329,77,F,Kévin Parsemain,Seattle Sounders FC,26,5' 10'',165,Martinique,Active,177.8,74842.74105,74.84274105
330,NA,D,Heath Pearce,Orlando City SC,30,5' 10'',175,USA,Active,177.8,79378.66475,79.37866475
331,20,D,Taylor Peay,Portland Timbers,23,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
332,NA,M,Agustín Pelletieri,,32,5' 8'',159,Argentina,Active,172.72,72121.18683,72.12118683
333,18,GK,Jaime Penedo,LA Galaxy,33,6',160,Panama,Active,#VALUE!,72574.7792,72.5747792
334,NA,D,Jeanderson Pereira,Portland Timbers,23,5' 11'',160,Brazil,Active,180.34,72574.7792,72.5747792
335,7,F,Blas Pérez,FC Dallas,33,6' 1'',174,Panama,Active,185.42,78925.07238,78.92507238
336,15,M,Diego Pérez,Uruguay,34,5' 10'',179,Uruguay,Active,177.8,81193.03423,81.19303423
337,11,M,Matías Pérez García,San Jose Earthquakes,30,5' 5'',145,Argentina,Active,165.1,65770.89365,65.77089365
338,NA,GK,Brian Perk,,25,5' 11'',175,USA,Active,180.34,79378.66475,79.37866475
339,NA,GK,Troy Perkins,,33,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
340,NA,D,Damien Perrinelle,,31,6' 1'',170,France,Active,185.42,77110.7029,77.1107029
341,37,F,Jacob Peterson,Sporting Kansas City,28,5' 10'',165,USA,Active,177.8,74842.74105,74.84274105
342,10,M,Ignacio Piatti,Montreal Impact,29,5' 11'',169,Argentina,Active,180.34,76657.11053,76.65711053
343,80,M,Jean-Baptiste Pierazzi,San Jose Earthquakes,29,6' 1'',165,France,Active,185.42,74842.74105,74.84274105
344,NA,D,Thomas Piermayr,,25,6',175,Austria,Active,#VALUE!,79378.66475,79.37866475
345,8,M,Gonzalo Pineda,Seattle Sounders FC,32,5' 10'',166,Mexico,Active,177.8,75296.33342,75.29633342
346,16,D,Pablo Pintos,San Jose Earthquakes,27,6',160,Uruguay,Active,#VALUE!,72574.7792,72.5747792
347,8,F,Joao Plata,Real Salt Lake,22,5' 2'',135,Ecuador,Active,157.48,61234.96995,61.23496995
348,NA,D,Matt Polster,,21,6',170,,Active,#VALUE!,77110.7029,77.1107029
349,18,M,Martín Ponce,,22,5' 6'',149,Mexico,Active,167.64,67585.26313,67.58526313
350,13,M/F,Chris Pontius,D.C. United,27,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
351,NA,M,Kyle Porter,,24,6',160,Canada,Active,#VALUE!,72574.7792,72.5747792
352,NA,F,Cameron Porter,,21,6' 1'',175,,Active,185.42,79378.66475,79.37866475
353,2,D,Alvas Powell,Portland Timbers,20,6',165,Jamaica,Active,#VALUE!,74842.74105,74.84274105
354,8,M,Dillon Powers,Colorado Rapids,23,5' 11'',170,United States,Active,180.34,77110.7029,77.1107029
355,99,F,Alec Purdie,,26,5' 10'',185,USA,Active,177.8,83914.58845,83.91458845
356,NA,D,Rafael Ramos,Orlando City SC,20,5' 7'',148,Portugal,Active,170.18,67131.67076,67.13167076
357,92,F,Rafinha,,22,5' 10'',155,Brazil,Active,177.8,70306.81735,70.30681735
358,4,D,Tommy Redding,Orlando City SC,17,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
359,NA,M,Mike Reidy,,23,5' 7'',150,USA,Active,170.18,68038.8555,68.0388555
360,15,D,Dylan Remick,Seattle Sounders FC,23,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
361,26,M,Charles Renken,,21,5' 7'',140,Zambia,Active,170.18,63502.9318,63.5029318
362,14,M/D,Nigel Reo-Coker,Montreal Impact,30,5' 9'',170,England,Active,175.26,77110.7029,77.1107029
363,28,GK,Kyle Reynish,Chicago Fire,31,6' 3'',193,USA,Active,190.5,87543.32741,87.54332741
364,NA,M,Carlos Riascos,,20,,NA,Colombia,Active,#VALUE!,#VALUE!,#VALUE!
365,NA,D,Jose Ribas,,21,5' 9'',157,Ecuador,Active,175.26,71214.00209,71.21400209
366,NA,M,Pedro Ribeiro,Orlando City SC,24,6' 4'',208,Brazil,Active,193.04,94347.21296,94.34721296
367,16,F,Brent Richards,,24,5' 10'',165,USA,Active,177.8,74842.74105,74.84274105
368,NA,GK,Spencer Richey,,22,6' 2'',195,,Active,187.96,88450.51215,88.45051215
369,NA,D,Ryan Richter,,25,6',184,USA,Active,#VALUE!,83460.99608,83.46099608
370,NA,GK,Donovan Ricketts,Orlando City SC,37,6' 4'',215,Jamaica,Active,193.04,97522.35955,97.52235955
371,24,D,Liam Ridgewell,Portland Timbers,30,6' 2'',175,England,Active,187.96,79378.66475,79.37866475
372,NA,D,James Riley,,32,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
373,18,G,Nick Rimando,Real Salt Lake,35,5' 9'',184,USA,Active,175.26,83460.99608,83.46099608
374,21,M,Chris Ritter,Chicago Fire,24,6' 2'',190,USA,Active,187.96,86182.5503,86.1825503
375,NA,F,Sidney Rivera,,21,6' 2'',185,,Active,187.96,83914.58845,83.91458845
376,NA,M,Martin Rivero,,25,5' 9'',160,Argentina,Active,175.26,72574.7792,72.5747792
377,9,F,Octavio Rivero,Vancouver Whitecaps FC,22,6' 2'',180,Uruguay,Active,187.96,81646.6266,81.6466266
378,6,M,Michael Roach,,26,6',165,USA,Active,#VALUE!,74842.74105,74.84274105
379,40,GK,Quillan Roberts,Toronto FC,20,6',200,Canada,Active,#VALUE!,90718.474,90.718474
380,20,D,Jalen Robinson,D.C. United,20,5' 9'',145,USA,Active,175.26,65770.89365,65.77089365
381,31,GK,Luis Robles,New York Red Bulls,30,5' 11'',180,USA,Active,180.34,81646.6266,81.6466266
382,NA,M,Nik Robson,,2015,6' 1'',170,New Zealand,Active,185.42,77110.7029,77.1107029
383,NA,F,Bryan Róchez,Orlando City SC,20,5' 11'',161,Honduras,Active,180.34,73028.37157,73.02837157
384,22,D,Carlos Rodríguez,,24,6',160,Panama,Active,#VALUE!,72574.7792,72.5747792
385,20,M,Memo Rodriguez,Houston Dynamo,19,5' 8'',142,USA,Active,172.72,64410.11654,64.41011654
386,NA,D,Raul Rodriguez,Houston Dynamo,27,6',165,Spain,Active,#VALUE!,74842.74105,74.84274105
387,14,M,Robbie Rogers,LA Galaxy,27,5' 10'',165,USA,Active,177.8,74842.74105,74.84274105
388,NA,F/M,James Rogers,,21,5' 8'',150,Sierra Leone,Active,172.72,68038.8555,68.0388555
389,NA,M,Cristian Roldan,,19,5' 8'',165,USA,Active,172.72,74842.74105,74.84274105
390,18,F,Chris Rolfe,D.C. United,31,5' 8'',155,USA,Active,172.72,70306.81735,70.30681735
391,14,F,Colin Rolfe,,24,6',175,USA,Active,#VALUE!,79378.66475,79.37866475
392,15,F,Andrés Romero,Montreal Impact,25,5' 10'',160,Argentina,Active,177.8,72574.7792,72.5747792
393,30,M,Mauro Rosales,Vancouver Whitecaps FC,33,5' 8'',165,Argentina,Active,172.72,74842.74105,74.84274105
394,5,M,Andy Rose,Seattle Sounders FC,24,6' 2'',170,Australia,Active,187.96,77110.7029,77.1107029
395,11,M,Kelyn Rowe,New England Revolution,23,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
396,1,GK,Brian Rowe,LA Galaxy,26,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
397,3,D,Brad Rusin,,28,6' 4'',213,USA,Active,193.04,96615.17481,96.61517481
398,16,M,Darel Russell,,34,5' 10'',163,England,Active,177.8,73935.55631,73.93555631
399,NA,M,Nic Ryan,,23,5' 8'',130,USA,Active,172.72,58967.0081,58.9670081
400,15,F,Álvaro Saborío,Real Salt Lake,32,6',170,Costa Rica,Active,#VALUE!,77110.7029,77.1107029
401,NA,M,Mohammed Saeid,Columbus Crew SC,24,5' 7'',141,Sweden,Active,170.18,63956.52417,63.95652417
402,17,F,Omar Salgado,,21,6' 4'',210,USA,Active,193.04,95254.3977,95.2543977
403,6,M,Shea Salinas,San Jose Earthquakes,28,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
404,10,M,Lloyd Sam,New York Red Bulls,30,5' 8'',163,England,Active,172.72,73935.55631,73.93555631
405,27,D,Ethen Sampson,Vancouver Whitecaps FC,21,5' 10'',165,South Africa,Active,177.8,74842.74105,74.84274105
406,NA,D,Jossimar Sanchez,,23,5' 9'',170,USA,Active,175.26,77110.7029,77.1107029
407,8,M,Matías Sánchez,,27,5' 8'',160,Argentina,Active,172.72,72574.7792,72.5747792
408,7,F,Vicente Sánchez,Colorado Rapids,35,5' 7'',145,Uruguay,Active,170.18,65770.89365,65.77089365
409,49,F,Devon Sandoval,Real Salt Lake,23,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
410,NA,F,C.J. Sapong,Philadelphia Union,26,6' 1'',185,USA,Active,185.42,83914.58845,83.91458845
411,8,D,Kofi Sarkodie,Houston Dynamo,23,5' 9'',165,USA,Active,175.26,74842.74105,74.84274105
412,8,M,Marcelo Sarvas,LA Galaxy,33,5' 10'',155,Brazil,Active,177.8,70306.81735,70.30681735
413,NA,M,Sebastian Saucedo,Real Salt Lake,17,5' 7'',145,USA,Active,170.18,65770.89365,65.77089365
414,NA,GK,Josh Saunders,New York City FC,33,6' 4'',210,USA,Active,193.04,95254.3977,95.2543977
415,18,F,Aaron Schoenfeld,Columbus Crew SC,24,6' 4'',190,USA,Active,193.04,86182.5503,86.1825503
416,28,D,Chris Schuler,Real Salt Lake,27,6' 4'',185,USA,Active,193.04,83914.58845,83.91458845
417,NA,F,Billy Schuler,,24,5' 11'',170,USA,Active,180.34,77110.7029,77.1107029
418,20,D,Zach Scott,Seattle Sounders FC,34,5' 11'',175,USA,Active,180.34,79378.66475,79.37866475
419,NA,D,Gonzalo Segares,,32,5' 11'',170,Costa Rica,Active,180.34,77110.7029,77.1107029
420,18,GK,Chris Seitz,FC Dallas,27,6' 3'',236,USA,Active,190.5,107047.7993,107.0477993
421,NA,D,Ibrahim Sekagya,,34,6' 1'',176,Uganda,Active,185.42,79832.25712,79.83225712
422,NA,F,Saer Sene,,28,6' 3'',185,France,Active,190.5,83914.58845,83.91458845
423,17,M,Dillon Serna,Colorado Rapids,20,5' 7'',140,USA,Active,170.18,63502.9318,63.5029318
424,NA,M,Conor Shanosky,,23,6' 4'',185,USA,Active,193.04,83914.58845,83.91458845
425,23,D,Luke Shaw,England,19,6' 1'',NA,England,Active,185.42,#VALUE!,#VALUE!
426,NA,M,Brek Shea,Orlando City SC,24,6' 3'',180,USA,Active,190.5,81646.6266,81.6466266
427,NA,F,Khiry Shelton,,21,6' 3'',185,,Active,190.5,83914.58845,83.91458845
428,NA,F,Mark Sherrod,San Jose Earthquakes,24,6' 3'',185,USA,Active,190.5,83914.58845,83.91458845
429,19,M,Harry Shipp,Chicago Fire,23,5' 9'',145,USA,Active,175.26,65770.89365,65.77089365
430,22,GK,Bobby Shuttleworth,New England Revolution,27,6' 2'',205,USA,Active,187.96,92986.43585,92.98643585
431,11,M,Luis Silva,D.C. United,26,5' 11'',163,USA,Active,180.34,73935.55631,73.93555631
432,NA,F,Florent Sinama-Pongolle,,30,5' 9'',152,Réunion,Active,175.26,68946.04024,68.94604024
433,15,D,Seth Sinovic,Sporting Kansas City,27,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
434,14,D,Steven Smith,,29,5' 10'',160,Scotland,Active,177.8,72574.7792,72.5747792
435,NA,F,Yannick Smith,,24,5' 9'',165,,Active,175.26,74842.74105,74.84274105
436,NA,M,Donnie Smith,,24,5' 11'',160,USA,Active,180.34,72574.7792,72.5747792
437,19,M,Blake Smith,Montreal Impact,23,5' 10'',150,USA,Active,177.8,68038.8555,68.0388555
438,5,D,A.J. Soares,New England Revolution,26,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
439,NA,GK,Luis Soffner,,23,6' 4'',210,USA,Active,193.04,95254.3977,95.2543977
440,13,M,Josue Soto,,26,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
441,5,D,Bakary Soumare,Montreal Impact,29,6' 4'',190,Mali,Active,193.04,86182.5503,86.1825503
442,NA,GK,Trevor Spangenberg,,23,6' 2'',190,United States,Active,187.96,86182.5503,86.1825503
443,17,M,Ben Speas,Columbus Crew SC,23,5' 8'',155,USA,Active,172.72,70306.81735,70.30681735
444,NA,M,Kristinn Steindorsson,Columbus Crew SC,24,5' 8'',154,Iceland,Active,172.72,69853.22498,69.85322498
445,NA,M,Michael Stephens,Chicago Fire,25,5' 9'',155,USA,Active,175.26,70306.81735,70.30681735
446,9,M,Khari Stephenson,San Jose Earthquakes,33,6' 2'',185,Jamaica,Active,187.96,83914.58845,83.91458845
447,27,M,John Stertzer,Real Salt Lake,24,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
448,23,M,Martin Steuble,Sporting Kansas City,26,5' 8'',158,Switzerland,Active,172.72,71667.59446,71.66759446
449,19,M,Eric Stevenson,New York Red Bulls,24,5' 8'',145,USA,Active,172.72,65770.89365,65.77089365
450,3,D/M,Jordan Stewart,San Jose Earthquakes,32,6',180,England,Active,#VALUE!,81646.6266,81.6466266
451,15,M,Matt Stinson,,22,5' 10'',165,Canada,Active,177.8,74842.74105,74.84274105
452,NA,M,Nathan Sturgis,Houston Dynamo,27,5' 10'',160,USA,Active,177.8,72574.7792,72.5747792
453,NA,GK,Brad Stuver,,23,6' 3'',180,USA,Active,190.5,81646.6266,81.6466266
454,NA,M,Alec Sundly,,22,6',157,USA,Active,#VALUE!,71214.00209,71.21400209
455,NA,M,Ben Swanson,Columbus Crew SC,17,5' 6'',130,,Active,167.64,58967.0081,58.9670081
456,22,D,Ben Sweat,Columbus Crew SC,23,6' 2'',175,USA,Active,187.96,79378.66475,79.37866475
457,4,D,Jermaine Taylor,Houston Dynamo,29,5' 10'',195,Jamaica,Active,177.8,88450.51215,88.45051215
458,NA,F,Tony Taylor,New York City FC,25,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
459,6,M,Tony Tchani,Columbus Crew SC,25,6' 4'',185,Cameroon,Active,193.04,83914.58845,83.91458845
460,31,M,Russell Teibert,Vancouver Whitecaps FC,22,5' 8'',150,Canada,Active,172.72,68038.8555,68.0388555
461,9,F,David Texeira,FC Dallas,23,6',179,Uruguay,Active,#VALUE!,81193.03423,81.19303423
462,18,M,Michael Thomas,,26,5' 10'',170,USA,Active,177.8,77110.7029,77.1107029
463,NA,M,Hendry Thomas,,29,5' 11'',175,Honduras,Active,180.34,79378.66475,79.37866475
464,39,GK,Simon Thomas,,24,6' 3'',190,Canada,Active,190.5,86182.5503,86.1825503
465,15,M,Wells Thompson,,31,5' 10'',156,USA,Active,177.8,70760.40972,70.76040972
466,22,M,Tommy Thompson,San Jose Earthquakes,19,5' 7'',145,USA,Active,170.18,65770.89365,65.77089365
467,8,D,Chris Tierney,New England Revolution,29,6',170,USA,Active,#VALUE!,77110.7029,77.1107029
468,51,D,Maxim Tissot,Montreal Impact,22,5' 11'',162,Canada,Active,180.34,73481.96394,73.48196394
469,25,D,Donny Toia,Montreal Impact,22,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
470,NA,F,Jonathan Top,,21,5' 8'',160,USA,Active,172.72,72574.7792,72.5747792
471,70,GK,Paolo Tornaghi,Vancouver Whitecaps FC,26,6' 2'',165,Italy,Active,187.96,74842.74105,74.84274105
472,NA,F,Erick Torres,Houston Dynamo,21,5' 11'',168,Mexico,Active,180.34,76203.51816,76.20351816
473,10,F,Gabriel Torres,Colorado Rapids,26,5' 11'',165,Panama,Active,180.34,74842.74105,74.84274105
474,NA,D,Djimi Traoré,,34,6' 3'',191,France,Active,190.5,86636.14267,86.63614267
475,20,M,Wil Trapp,Columbus Crew SC,21,5' 8'',150,USA,Active,172.72,68038.8555,68.0388555
476,12,M/F,Schillo Tshuma,Portland Timbers,22,5' 10'',162,Zimbabwe,Active,177.8,73481.96394,73.48196394
477,25,D,Dylan Tucker-Gangnes,,25,6' 3'',190,USA,Active,190.5,86182.5503,86.1825503
478,2,D,Tyler Turner,Orlando City SC,18,5' 11'',155,USA,Active,180.34,70306.81735,70.30681735
479,NA,F,Kris Tyrpak,San Jose Earthquakes,22,5' 11'',145,USA,Active,180.34,65770.89365,65.77089365
480,28,M,Victor Ulloa,FC Dallas,22,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
481,37,M,Maximiliano Urruti,Portland Timbers,23,6',165,Argentina,Active,#VALUE!,74842.74105,74.84274105
482,2,D,Carlos Valdés,Philadelphia Union,29,6',176,Colombia,Active,#VALUE!,79832.25712,79.83225712
483,8,M,Diego Valeri,Portland Timbers,28,5' 10'',165,Argentina,Active,177.8,74842.74105,74.84274105
484,NA,D,Grant Van De Casteele,,23,6' 2'',165,USA,Active,187.96,74842.74105,74.84274105
485,17,F,Olman Vargas,,29,6' 2'',174,Costa Rica,Active,187.96,78925.07238,78.92507238
486,NA,M,Sebastian Velasquez,New York City FC,23,5' 7'',155,Colombia,Active,170.18,70306.81735,70.30681735
487,NA,D/M,Agustín Viana,,31,5' 11'',165,USA,Active,180.34,74842.74105,74.84274105
488,21,M/F,Michael Videira,,29,5' 10'',183,USA,Active,177.8,83007.40371,83.00740371
489,7,F,David Villa,New York City FC,33,5' 9'',148,Spain,Active,175.26,67131.67076,67.13167076
490,19,D/M,Jorge Villafaña,Portland Timbers,25,5' 9'',150,USA,Active,175.26,68038.8555,68.0388555
491,11,M,Ricardo Villar,,35,5' 9'',163,Brazil,Active,175.26,73935.55631,73.93555631
492,24,GK,Jeremy Vuolo,,27,6' 3'',196,USA,Active,190.5,88904.10452,88.90410452
493,2,D,Tyson Wahl,Columbus Crew SC,30,6' 2'',185,USA,Active,187.96,83914.58845,83.91458845
494,NA,D,Nicholas Walker,,24,6' 3'',190,Trinidad and Tobago,Active,190.5,86182.5503,86.1825503
495,NA,M,Matt Walker,,22,5' 6'',150,USA,Active,167.64,68038.8555,68.0388555
496,22,D/M,Rodney Wallace,Portland Timbers,26,6',155,Costa Rica,Active,#VALUE!,70306.81735,70.30681735
497,NA,M,Grant Ward,,20,5',160,England,Active,#VALUE!,72574.7792,72.5747792
498,26,M,Collen Warner,Toronto FC,26,5' 10'',178,USA,Active,177.8,80739.44186,80.73944186
499,4,D,Kendall Waston,Vancouver Whitecaps FC,27,6' 5'',195,Costa Rica,Active,195.58,88450.51215,88.45051215
500,27,M,Je-Vaughn Watson,FC Dallas,31,6' 1'',175,Jamaica,Active,185.42,79378.66475,79.37866475
501,22,M,Matt Watson,Chicago Fire,30,6',180,England,Active,#VALUE!,81646.6266,81.6466266
502,NA,D,Kwame Watson-Siriboe,New York City FC,28,6' 3'',196,USA,Active,190.5,88904.10452,88.90410452
503,33,M,Jared Watts,Colorado Rapids,22,6' 1'',155,USA,Active,185.42,70306.81735,70.30681735
